Index,Prime,Time,OriginalTime
20677,268461421,862,1216
20678,268461517,862,1216
20679,268461521,862,1216
20680,268461533,862,1216
20681,268461539,862,1216
20682,268461551,862,1216
20683,268461607,862,1216
20684,268461629,862,1216
20685,268461667,862,1216
20686,268461707,862,1216
20687,268461733,862,1216
20688,268461749,862,1216
20689,268461761,862,1216
20690,268461803,862,1216
20691,268461821,862,1216
20692,268461833,862,1216
20693,268461839,862,1216
20694,268461883,862,1216
20695,268461917,862,1216
20696,268461929,862,1216
20697,268461989,862,1216
20698,268462027,862,1216
20699,268462031,862,1216
20700,268462043,862,1216
20701,268462063,862,1216
20702,268462067,862,1216
20703,268462069,862,1216
20704,268462087,862,1216
20705,268462097,862,1216
20706,268462111,862,1216
20707,268462133,862,1216
20708,268462171,862,1216
20709,268462177,862,1216
20710,268462199,862,1216
20711,268462211,862,1216
20712,268462241,862,1216
20713,268462273,862,1216
20714,268462297,862,1216
20715,268462339,862,1216
20716,268462409,862,1216
20717,268462423,862,1216
20718,268462429,862,1216
20719,268462471,862,1216
20720,268462489,862,1216
20721,268462507,862,1216
20722,268462517,862,1216
20723,268462549,862,1216
20724,268462559,862,1216
20725,268462577,862,1216
20726,268462591,862,1216
20727,268462613,862,1216
20728,268462643,862,1216
20729,268462661,862,1216
20730,268462703,862,1216
20731,268462751,862,1216
20732,268462757,862,1216
20733,268462763,862,1216
20734,268462781,862,1216
20735,268462783,862,1216
20736,268462811,862,1216
20737,268462813,862,1216
20738,268462819,862,1216
20739,268462841,862,1216
20740,268462847,862,1216
20741,268462849,862,1216
20742,268462853,862,1216
20743,268462879,862,1216
20744,268462907,862,1216
20745,268462927,862,1216
20746,268462933,862,1216
20747,268462939,862,1216
20748,268462973,862,1216
20749,268462981,862,1216
20750,268463017,862,1216
20751,268463029,862,1216
20752,268463033,862,1216
20753,268463053,862,1216
20754,268463057,862,1216
20755,268463059,862,1216
20756,268463081,862,1216
20757,268463087,862,1216
20758,268463113,862,1216
20759,268463123,862,1216
20760,268463149,862,1216
20761,268463183,862,1216
20762,268463189,862,1216
20763,268463197,862,1216
20764,268463213,862,1216
20765,268463219,862,1216
20766,268463281,862,1216
20767,268463287,862,1216
20768,268463309,862,1216
20769,268463329,862,1216
20770,268463333,862,1216
20771,268463339,862,1216
20772,268463359,862,1216
20773,268463381,862,1216
20774,268463387,862,1216
20775,268463399,862,1216
20776,268463401,862,1216
20777,268463443,862,1216
20778,268463519,862,1216
20779,268463549,862,1216
20780,268463551,862,1216
20781,268463557,862,1216
20782,268463617,862,1216
20783,268463633,862,1216
20784,268463639,862,1216
20785,268463641,862,1216
20786,268463647,862,1216
20787,268463651,862,1216
20788,268463653,862,1216
20789,268463683,862,1216
20790,268463687,862,1216
20791,268463717,862,1216
20792,268463729,862,1216
20793,268463731,862,1216
20794,268463737,862,1216
20795,268463743,862,1216
20796,268463761,862,1216
20797,268463773,862,1216
20798,268463791,862,1216
20799,268463809,862,1216
20800,268463849,862,1216
20801,268463891,862,1216
20802,268463911,862,1216
20803,268464011,862,1216
20804,268464019,862,1216
20805,268464037,862,1216
20806,268464067,862,1216
20807,268464103,862,1216
20808,268464113,862,1216
20809,268464121,862,1216
20810,268464151,862,1216
20811,268464173,862,1216
20812,268464283,862,1216
20813,268464293,862,1216
20814,268464299,862,1216
20815,268464307,862,1216
20816,268464347,862,1216
20817,268464353,862,1216
20818,268464359,862,1216
20819,268464367,862,1216
20820,268464389,862,1216
20821,268464401,862,1216
20822,268464403,862,1216
20823,268464407,862,1216
20824,268464409,862,1216
20825,268464431,862,1216
20826,268464463,862,1216
20827,268464481,862,1216
20828,268464491,862,1216
20829,268464499,862,1216
20830,268464503,862,1216
20831,268464541,862,1216
20832,268464551,862,1216
20833,268464577,862,1216
20834,268464583,862,1216
20835,268464589,862,1216
20836,268464593,862,1216
20837,268464617,862,1216
20838,268464649,862,1216
20839,268464667,862,1216
20840,268464683,862,1216
20841,268464701,862,1216
20842,268464787,862,1216
20843,268464793,862,1216
20844,268464827,862,1216
20845,268464839,862,1216
20846,268464853,862,1216
20847,268464869,862,1216
20848,268464883,862,1216
20849,268464907,862,1216
20850,268464943,862,1216
20851,268464949,862,1216
20852,268464961,862,1216
20853,268464971,862,1216
20854,268464979,862,1216
20855,268464983,862,1216
20856,268464997,862,1216
20857,268465009,862,1216
20858,268465013,862,1216
20859,268465031,862,1216
20860,268465051,862,1216
20861,268465073,862,1216
20862,268465103,862,1216
20863,268465111,862,1216
20864,268465199,862,1216
20865,268465201,862,1216
20866,268465237,862,1216
20867,268465261,862,1216
20868,268465273,862,1216
20869,268465283,862,1216
20870,268465289,862,1216
20871,268465291,862,1216
20872,268465319,862,1216
20873,268465381,862,1216
20874,268465387,862,1216
20875,268465391,862,1216
20876,268465423,862,1216
20877,268465429,862,1216
20878,268465489,862,1216
20879,268465501,862,1216
20880,268465507,862,1216
20881,268465523,862,1216
20882,268465537,862,1216
20883,268465559,862,1216
20884,268465577,862,1216
20885,268465579,862,1216
20886,268465597,862,1216
20887,268465601,862,1216
20888,268465607,862,1216
20889,268465619,862,1216
20890,268465633,862,1216
20891,268465657,862,1216
20892,268465661,862,1216
20893,268465679,862,1216
20894,268465699,862,1216
20895,268465709,862,1216
20896,268465711,862,1216
20897,268465721,862,1216
20898,268465733,862,1216
20899,268465759,862,1216
20900,268465783,862,1216
20901,268465793,862,1216
20902,268465817,862,1216
20903,268465823,862,1216
20904,268465831,862,1216
20905,268465843,862,1216
20906,268465849,862,1216
20907,268465933,862,1216
20908,268465943,862,1216
20909,268465949,862,1216
20910,268465957,862,1216
20911,268465973,862,1216
20912,268465997,862,1216
20913,268466017,862,1216
20914,268466059,862,1216
20915,268466069,862,1216
20916,268466083,862,1216
20917,268466087,862,1216
20918,268466111,862,1216
20919,268466113,862,1216
20920,268466131,862,1216
20921,268466167,862,1216
20922,268466197,862,1216
20923,268466201,862,1216
20924,268466207,862,1216
20925,268466269,862,1216
20926,268466287,862,1216
20927,268466299,862,1216
20928,268466347,862,1216
20929,268466357,862,1216
20930,268466399,862,1216
20931,268466441,862,1216
20932,268466449,862,1216
20933,268466503,862,1216
20934,268466507,862,1216
20935,268466509,862,1216
20936,268466519,862,1216
20937,268466581,862,1216
20938,268466591,862,1216
20939,268466593,862,1216
20940,268466617,862,1216
20941,268466641,862,1216
20942,268466657,862,1216
20943,268466663,862,1216
20944,268466687,862,1216
20945,268466689,862,1216
20946,268466699,862,1216
20947,268466743,862,1216
20948,268466747,862,1216
20949,268466749,862,1216
20950,268466753,862,1216
20951,268466791,862,1216
20952,268466797,862,1216
20953,268466813,862,1216
20954,268466843,862,1216
20955,268466881,862,1216
20956,268466897,862,1216
20957,268466909,862,1216
20958,268466921,862,1216
20959,268466927,862,1216
20960,268466953,862,1216
20961,268466969,862,1216
20962,268466993,862,1216
20963,268466999,862,1216
20964,268467013,862,1216
20965,268467047,862,1216
20966,268467049,862,1216
20967,268467061,862,1216
20968,268467091,862,1216
20969,268467107,862,1216
20970,268467187,862,1216
20971,268467193,862,1216
20972,268467211,862,1216
20973,268467217,862,1216
20974,268467253,862,1216
20975,268467257,862,1216
20976,268467271,862,1216
20977,268467317,862,1216
20978,268467379,862,1216
20979,268467389,862,1216
20980,268467457,862,1216
20981,268467461,862,1216
20982,268467487,862,1216
20983,268467491,862,1216
20984,268467497,862,1216
20985,268467503,862,1216
20986,268467539,862,1216
20987,268467571,862,1216
20988,268467583,862,1216
20989,268467611,862,1216
20990,268467613,862,1216
20991,268467623,862,1216
20992,268467637,862,1216
20993,268467643,862,1216
20994,268467673,862,1216
20995,268467691,862,1216
20996,268467709,862,1216
20997,268467721,862,1216
20998,268467751,862,1216
20999,268467767,862,1216
21000,268467769,862,1216
21001,268467809,862,1216
21002,268467839,862,1216
21003,268467841,862,1216
21004,268467889,862,1216
21005,268467917,862,1216
21006,268467931,862,1216
21007,268467943,862,1216
21008,268467971,862,1216
21009,268467973,862,1216
21010,268467977,862,1216
21011,268468007,862,1216
21012,268468019,862,1216
21013,268468027,862,1216
21014,268468037,862,1216
21015,268468087,862,1216
21016,268468103,862,1216
21017,268468141,862,1216
21018,268468163,862,1216
21019,268468177,862,1216
21020,268468181,862,1216
21021,268468217,862,1216
21022,268468219,862,1216
21023,268468229,862,1216
21024,268468237,862,1216
21025,268468247,862,1216
21026,268468261,862,1216
21027,268468289,862,1216
21028,268468331,862,1216
21029,268468357,862,1216
21030,268468363,862,1216
21031,268468429,862,1216
21032,268468433,862,1216
21033,268468439,862,1216
21034,268468441,862,1216
21035,268468481,862,1216
21036,268468511,862,1216
21037,268468513,862,1216
21038,268468567,862,1216
21039,268468583,862,1216
21040,268468591,862,1216
21041,268468609,862,1216
21042,268468621,862,1216
21043,268468637,862,1216
21044,268468667,862,1216
21045,268468687,862,1216
21046,268468693,862,1216
21047,268468723,862,1216
21048,268468787,862,1216
21049,268468813,862,1216
21050,268468831,862,1216
21051,268468843,862,1216
21052,268468873,862,1216
21053,268468919,862,1216
21054,268468927,862,1216
21055,268468931,862,1216
21056,268468951,862,1216
21057,268468957,862,1216
21058,268468969,862,1216
21059,268468997,862,1216
21060,268469017,862,1216
21061,268469023,862,1216
21062,268469051,862,1216
21063,268469101,862,1216
21064,268469119,862,1216
21065,268469143,862,1216
21066,268469171,862,1216
21067,268469197,862,1216
21068,268469203,862,1216
21069,268469213,862,1216
21070,268469233,862,1216
21071,268469239,862,1216
21072,268469251,862,1216
21073,268469261,862,1216
21074,268469273,862,1216
21075,268469281,862,1216
21076,268469309,862,1216
21077,268469323,862,1216
21078,268469329,862,1216
21079,268469347,862,1216
21080,268469381,862,1216
21081,268469387,862,1216
21082,268469407,862,1216
21083,268469419,862,1216
21084,268469429,862,1216
21085,268469459,862,1216
21086,268469497,862,1216
21087,268469543,862,1216
21088,268469549,862,1216
21089,268469569,862,1216
21090,268469573,862,1216
21091,268469609,862,1216
21092,268469633,862,1216
21093,268469671,862,1216
21094,268469699,862,1216
21095,268469717,862,1216
21096,268469759,862,1216
21097,268469771,862,1216
21098,268469783,862,1216
21099,268469813,862,1216
21100,268469881,862,1216
21101,268469909,862,1216
21102,268469911,862,1216
21103,268469917,862,1216
21104,268469939,862,1216
21105,268469953,862,1216
21106,268469987,862,1216
21107,268469989,862,1216
21108,268470029,862,1216
21109,268470031,862,1216
21110,268470043,862,1216
21111,268470049,862,1216
21112,268470061,862,1216
21113,268470067,862,1216
21114,268470071,862,1216
21115,268470077,862,1216
21116,268470109,862,1216
21117,268470127,862,1216
21118,268470143,862,1216
21119,268470149,862,1216
21120,268470193,862,1216
21121,268470263,862,1216
21122,268470271,862,1216
21123,268470277,862,1216
21124,268470287,862,1216
21125,268470343,862,1216
21126,268470401,862,1216
21127,268470413,862,1216
21128,268470431,862,1216
21129,268470451,862,1216
21130,268470529,862,1216
21131,268470563,862,1216
21132,268470641,862,1216
21133,268470659,862,1216
21134,268470673,862,1216
21135,268470679,862,1216
21136,268470691,862,1216
21137,268470707,862,1216
21138,268470737,862,1216
21139,268470751,862,1216
21140,268470767,862,1216
21141,268470773,862,1216
21142,268470799,862,1216
21143,268470803,862,1216
21144,268470841,862,1216
21145,268470863,862,1216
21146,268470869,862,1216
21147,268470901,862,1216
21148,268470947,862,1216
21149,268470949,862,1216
21150,268470959,862,1216
21151,268470971,862,1216
21152,268470977,862,1216
21153,268470991,862,1216
21154,268470997,862,1216
21155,268471039,862,1216
21156,268471043,862,1216
21157,268471057,862,1216
21158,268471069,862,1216
21159,268471079,862,1216
21160,268471087,862,1216
21161,268471103,862,1216
21162,268471109,862,1216
21163,268471139,862,1216
21164,268471153,862,1216
21165,268471169,862,1216
21166,268471171,862,1216
21167,268471207,862,1216
21168,268471213,862,1216
21169,268471271,862,1216
21170,268471277,862,1216
21171,268471283,862,1216
21172,268471337,862,1216
21173,268471339,862,1216
21174,268471367,862,1216
21175,268471373,862,1216
21176,268471397,862,1216
21177,268471409,862,1216
21178,268471451,862,1216
21179,268471493,862,1216
21180,268471513,862,1216
21181,268471529,862,1216
21182,268471537,862,1216
21183,268471543,862,1216
21184,268471549,862,1216
21185,268471559,862,1216
21186,268471561,862,1216
21187,268471573,862,1216
21188,268471579,862,1216
21189,268471583,862,1216
21190,268471601,862,1216
21191,268471669,862,1216
21192,268471673,862,1216
21193,268471703,862,1216
21194,268471739,862,1216
21195,268471759,862,1216
21196,268471781,862,1216
21197,268471789,862,1216
21198,268471799,862,1216
21199,268471817,862,1216
21200,268471909,862,1216
21201,268471927,862,1216
21202,268471933,862,1216
21203,268471949,862,1216
21204,268471961,862,1216
21205,268471979,862,1216
21206,268471981,862,1216
21207,268471991,862,1216
21208,268471993,862,1216
21209,268471999,862,1216
21210,268472011,862,1216
21211,268472021,862,1216
21212,268472063,862,1216
21213,268472069,862,1216
21214,268472093,862,1216
21215,268472107,862,1216
21216,268472129,862,1216
21217,268472137,862,1216
21218,268472159,862,1216
21219,268472161,862,1216
21220,268472167,862,1216
21221,268472179,862,1216
21222,268472213,862,1216
21223,268472231,862,1216
21224,268472249,862,1216
21225,268472273,862,1216
21226,268472287,862,1216
21227,268472291,862,1216
21228,268472311,862,1216
21229,268472339,862,1216
21230,268472357,862,1216
21231,268472359,862,1216
21232,268472363,862,1216
21233,268472377,862,1216
21234,268472423,862,1216
21235,268472447,862,1216
21236,268472453,862,1216
21237,268472467,862,1216
21238,268472473,862,1216
21239,268472531,862,1216
21240,268472563,862,1216
21241,268472569,862,1216
21242,268472587,862,1216
21243,268472621,862,1216
21244,268472627,862,1216
21245,268472647,862,1216
21246,268472657,862,1216
21247,268472663,862,1216
21248,268472671,862,1216
21249,268472681,862,1216
21250,268472783,862,1216
21251,268472821,862,1216
21252,268472837,862,1216
21253,268472849,862,1216
21254,268472909,862,1216
21255,268472921,862,1216
21256,268472929,862,1216
21257,268472947,862,1216
21258,268473013,862,1216
21259,268473053,862,1216
21260,268473067,862,1216
21261,268473077,862,1216
21262,268473083,862,1216
21263,268473131,862,1216
21264,268473169,862,1216
21265,268473193,862,1216
21266,268473199,862,1216
21267,268473239,862,1216
21268,268473281,862,1216
21269,268473313,862,1216
21270,268473347,862,1216
21271,268473349,862,1216
21272,268473397,862,1216
21273,268473419,862,1216
21274,268473433,862,1216
21275,268473437,862,1216
21276,268473449,862,1216
21277,268473451,862,1216
21278,268473473,862,1216
21279,268473481,862,1216
21280,268473493,862,1216
21281,268473497,862,1216
21282,268473511,862,1216
21283,268473529,862,1216
21284,268473533,862,1216
21285,268473563,862,1216
21286,268473587,862,1216
21287,268473589,862,1216
21288,268473599,862,1216
21289,268473607,862,1216
21290,268473613,862,1216
21291,268473637,862,1216
21292,268473661,862,1216
21293,268473691,862,1216
21294,268473701,862,1216
21295,268473721,862,1216
21296,268473727,862,1216
21297,268473763,862,1216
21298,268473817,862,1216
21299,268473827,862,1216
21300,268473839,862,1216
21301,268473841,862,1216
21302,268473853,862,1216
21303,268473883,862,1216
21304,268473901,862,1216
21305,268473941,862,1216
21306,268473943,862,1216
21307,268473949,862,1216
21308,268473977,862,1216
21309,268474007,862,1216
21310,268474033,862,1216
21311,268474039,862,1216
21312,268474057,862,1216
21313,268474093,862,1216
21314,268474099,862,1216
21315,268474111,862,1216
21316,268474117,862,1216
21317,268474121,862,1216
21318,268474139,862,1216
21319,268474169,862,1216
21320,268474187,862,1216
21321,268474189,862,1216
21322,268474211,862,1216
21323,268474243,862,1216
21324,268474253,862,1216
21325,268474267,862,1216
21326,268474277,862,1216
21327,268474307,862,1216
21328,268474321,862,1216
21329,268474337,862,1216
21330,268474361,862,1216
21331,268474397,862,1216
21332,268474399,862,1216
21333,268474439,862,1216
21334,268474441,862,1216
21335,268474447,862,1216
21336,268474457,862,1216
21337,268474471,862,1216
21338,268474543,862,1216
21339,268474559,862,1216
21340,268474597,862,1216
21341,268474621,862,1216
21342,268474631,862,1216
21343,268474639,862,1216
21344,268474651,862,1216
21345,268474667,862,1216
21346,268474673,862,1216
21347,268474691,862,1216
21348,268474697,862,1216
21349,268474709,862,1216
21350,268474729,862,1216
21351,268474831,862,1216
21352,268474853,862,1216
21353,268474859,862,1216
21354,268474873,862,1216
21355,268474879,862,1216
21356,268474889,862,1216
21357,268474891,862,1216
21358,268474909,862,1216
21359,268474939,862,1216
21360,268474993,862,1216
21361,268475023,862,1216
21362,268475027,862,1216
21363,268475083,862,1216
21364,268475089,862,1216
21365,268475099,862,1216
21366,268475167,862,1216
21367,268475171,862,1216
21368,268475173,862,1216
21369,268475183,862,1216
21370,268475191,862,1216
21371,268475197,862,1216
21372,268475227,862,1216
21373,268475261,862,1216
21374,268475281,862,1216
21375,268475287,862,1216
21376,268475299,862,1216
21377,268475323,862,1216
21378,268475381,862,1216
21379,268475399,862,1216
21380,268475419,862,1216
21381,268475423,862,1216
21382,268475497,862,1216
21383,268475513,862,1216
21384,268475551,862,1216
21385,268475561,862,1216
21386,268475569,862,1216
21387,268475621,862,1216
21388,268475629,862,1216
21389,268475651,862,1216
21390,268475659,862,1216
21391,268475699,862,1216
21392,268475731,862,1216
21393,268475743,862,1216
21394,268475761,862,1216
21395,268475771,862,1216
21396,268475773,862,1216
21397,268475777,862,1216
21398,268475813,862,1216
21399,268475839,862,1216
21400,268475843,862,1216
21401,268475861,862,1216
21402,268475863,862,1216
21403,268475869,862,1216
21404,268475897,862,1216
21405,268475953,862,1216
21406,268475957,862,1216
21407,268475983,862,1216
21408,268476007,862,1216
21409,268476029,862,1216
21410,268476059,862,1216
21411,268476083,862,1216
21412,268476127,862,1216
21413,268476149,862,1216
21414,268476179,862,1216
21415,268476227,862,1216
21416,268476239,862,1216
21417,268476253,862,1216
21418,268476259,862,1216
21419,268476269,862,1216
21420,268476283,862,1216
21421,268476319,862,1216
21422,268476343,862,1216
21423,268476353,862,1216
21424,268476367,862,1216
21425,268476371,862,1216
21426,268476389,862,1216
21427,268476409,862,1216
21428,268476413,862,1216
21429,268476419,862,1216
21430,268476431,862,1216
21431,268476443,862,1216
21432,268476463,862,1216
21433,268476469,862,1216
21434,268476473,862,1216
21435,268476497,862,1216
21436,268476499,862,1216
21437,268476511,862,1216
21438,268476521,862,1216
21439,268476541,862,1216
21440,268476547,862,1216
21441,268476557,862,1216
21442,268476581,862,1216
21443,268476583,862,1216
21444,268476601,862,1216
21445,268476617,862,1216
21446,268476619,862,1216
21447,268476653,862,1216
21448,268476661,862,1216
21449,268476679,862,1216
21450,268476683,862,1216
21451,268476713,862,1216
21452,268476739,862,1216
21453,268476743,862,1216
21454,268476749,862,1216
21455,268476763,862,1216
21456,268476781,862,1216
21457,268476827,862,1216
21458,268476841,862,1216
21459,268476851,862,1216
21460,268476881,862,1216
21461,268476883,862,1216
21462,268476911,862,1216
21463,268476931,862,1216
21464,268476941,862,1216
21465,268476961,862,1216
21466,268476977,862,1216
21467,268477003,862,1216
21468,268477021,862,1216
21469,268477037,862,1216
21470,268477051,862,1216
21471,268477067,862,1216
21472,268477103,862,1216
21473,268477117,862,1216
21474,268477129,862,1216
21475,268477159,862,1216
21476,268477189,862,1216
21477,268477211,862,1216
21478,268477219,862,1216
21479,268477271,862,1216
21480,268477303,862,1216
21481,268477309,862,1216
21482,268477373,862,1216
21483,268477397,862,1216
21484,268477403,862,1216
21485,268477411,862,1216
21486,268477421,862,1216
21487,268477427,862,1216
21488,268477441,862,1216
21489,268477457,862,1216
21490,268477477,862,1216
21491,268477511,862,1216
21492,268477571,862,1216
21493,268477589,862,1216
21494,268477591,862,1216
21495,268477603,862,1216
21496,268477607,862,1216
21497,268477613,862,1216
21498,268477631,862,1216
21499,268477669,862,1216
21500,268477697,862,1216
21501,268477751,862,1216
21502,268477801,862,1216
21503,268477817,862,1216
21504,268477829,862,1216
21505,268477837,862,1216
21506,268477841,862,1216
21507,268477927,862,1216
21508,268477931,862,1216
21509,268477933,862,1216
21510,268477987,862,1216
21511,268478003,862,1216
21512,268478017,862,1216
21513,268478039,862,1216
21514,268478069,862,1216
21515,268478071,862,1216
21516,268478117,862,1216
21517,268478123,862,1216
21518,268478129,862,1216
21519,268478131,862,1216
21520,268478137,862,1216
21521,268478153,862,1216
21522,268478167,862,1216
21523,268478173,862,1216
21524,268478219,862,1216
21525,268478233,862,1216
21526,268478239,862,1216
21527,268478269,862,1216
21528,268478279,862,1216
21529,268478293,862,1216
21530,268478311,862,1216
21531,268478339,862,1216
21532,268478347,862,1216
21533,268478387,862,1216
21534,268478393,862,1216
21535,268478407,862,1216
21536,268478423,862,1216
21537,268478449,862,1216
21538,268478459,862,1216
21539,268478479,862,1216
21540,268478513,862,1216
21541,268478519,862,1216
21542,268478593,862,1216
21543,268478599,862,1216
21544,268478611,862,1216
21545,268478647,862,1216
21546,268478653,862,1216
21547,268478657,862,1216
21548,268478659,862,1216
21549,268478681,862,1216
21550,268478687,862,1216
21551,268478753,862,1216
21552,268478789,862,1216
21553,268478813,862,1216
21554,268478869,862,1216
21555,268478891,862,1216
21556,268478923,862,1216
21557,268478927,862,1216
21558,268478953,862,1216
21559,268478963,862,1216
21560,268478981,862,1216
21561,268478989,862,1216
21562,268478999,862,1216
21563,268479017,862,1216
21564,268479049,862,1216
21565,268479083,862,1216
21566,268479089,862,1216
21567,268479121,862,1216
21568,268479137,862,1216
21569,268479149,862,1216
21570,268479151,862,1216
21571,268479163,862,1216
21572,268479173,862,1216
21573,268479199,862,1216
21574,268479223,862,1216
21575,268479247,862,1216
21576,268479257,862,1216
21577,268479271,862,1216
21578,268479293,862,1216
21579,268479301,862,1216
21580,268479319,862,1216
21581,268479377,862,1216
21582,268479383,862,1216
21583,268479403,862,1216
21584,268479427,862,1216
21585,268479433,862,1216
21586,268479469,862,1216
21587,268479479,862,1216
21588,268479493,862,1216
21589,268479527,862,1216
21590,268479539,862,1216
21591,268479551,862,1216
21592,268479569,862,1216
21593,268479571,862,1216
21594,268479611,862,1216
21595,268479637,862,1216
21596,268479641,862,1216
21597,268479643,862,1216
21598,268479689,862,1216
21599,268479737,862,1216
21600,268479763,862,1216
21601,268479779,862,1216
21602,268479781,862,1216
21603,268479797,862,1216
21604,268479817,862,1216
21605,268479833,862,1216
21606,268479847,862,1216
21607,268479853,862,1216
21608,268479857,862,1216
21609,268479863,862,1216
21610,268479877,862,1216
21611,268479889,862,1216
21612,268479907,862,1216
21613,268479923,862,1216
21614,268479949,862,1216
21615,268479961,862,1216
21616,268479973,862,1216
21617,268480001,862,1216
21618,268480021,862,1216
21619,268480049,862,1216
21620,268480063,862,1216
21621,268480073,862,1216
21622,268480087,862,1216
21623,268480111,862,1216
21624,268480129,862,1216
21625,268480141,862,1216
21626,268480171,862,1216
21627,268480187,862,1216
21628,268480193,862,1216
21629,268480207,862,1216
21630,268480211,862,1216
21631,268480213,862,1216
21632,268480217,862,1216
21633,268480237,862,1216
21634,268480249,862,1216
21635,268480291,862,1216
21636,268480301,862,1216
21637,268480339,862,1216
21638,268480343,862,1216
21639,268480361,862,1216
21640,268480363,862,1216
21641,268480379,862,1216
21642,268480417,862,1216
21643,268480427,862,1216
21644,268480451,862,1216
21645,268480453,862,1216
21646,268480477,862,1216
21647,268480483,862,1216
21648,268480517,862,1216
21649,268480549,862,1216
21650,268480559,862,1216
21651,268480571,862,1216
21652,268480601,862,1216
21653,268480613,862,1216
21654,268480649,862,1216
21655,268480661,862,1216
21656,268480687,862,1216
21657,268480699,862,1216
21658,268480733,862,1216
21659,268480741,862,1216
21660,268480747,862,1216
21661,268480783,862,1216
21662,268480799,862,1216
21663,268480829,862,1216
21664,268480841,862,1216
21665,268480879,862,1216
21666,268480939,862,1216
21667,268480951,862,1216
21668,268480973,862,1216
21669,268480999,862,1216
21670,268481009,862,1216
21671,268481011,862,1216
21672,268481023,862,1216
21673,268481027,862,1216
21674,268481029,862,1216
21675,268481053,862,1216
21676,268481063,862,1216
21677,268481089,862,1216
21678,268481113,862,1216
21679,268481117,862,1216
21680,268481123,862,1216
21681,268481149,862,1216
21682,268481177,862,1216
21683,268481197,862,1216
21684,268481209,862,1216
21685,268481237,862,1216
21686,268481281,862,1216
21687,268481303,862,1216
21688,268481321,862,1216
21689,268481327,862,1216
21690,268481341,862,1216
21691,268481347,862,1216
21692,268481363,862,1216
21693,268481377,862,1216
21694,268481387,862,1216
21695,268481401,862,1216
21696,268481413,862,1216
21697,268481431,862,1216
21698,268481441,862,1216
21699,268481443,862,1216
21700,268481501,862,1216
21701,268481513,862,1216
21702,268481539,862,1216
21703,268481567,862,1216
21704,268481573,862,1216
21705,268481581,862,1216
21706,268481593,862,1216
21707,268481617,862,1216
21708,268481621,862,1216
21709,268481627,862,1216
21710,268481651,862,1216
21711,268481659,862,1216
21712,268481671,862,1216
21713,268481693,862,1216
21714,268481747,862,1216
21715,268481771,862,1216
21716,268481779,862,1216
21717,268481789,862,1216
21718,268481791,862,1216
21719,268481819,862,1216
21720,268481839,862,1216
21721,268481869,862,1216
21722,268481891,862,1216
21723,268481893,862,1216
21724,268481897,862,1216
21725,268481903,862,1216
21726,268481911,862,1216
21727,268481947,862,1216
21728,268481957,862,1216
21729,268481959,862,1216
21730,268482007,862,1216
21731,268482017,862,1216
21732,268482023,862,1216
21733,268482031,862,1216
21734,268482061,862,1216
21735,268482079,862,1216
21736,268482091,862,1216
21737,268482121,862,1216
21738,268482127,862,1216
21739,268482131,862,1216
21740,268482133,862,1216
21741,268482143,862,1216
21742,268482157,862,1216
21743,268482163,862,1216
21744,268482233,862,1216
21745,268482271,862,1216
21746,268482281,862,1216
21747,268482301,862,1216
21748,268482317,862,1216
21749,268482359,862,1216
21750,268482373,862,1216
21751,268482419,862,1216
21752,268482421,862,1216
21753,268482433,862,1216
21754,268482437,862,1216
21755,268482439,862,1216
21756,268482449,862,1216
21757,268482451,862,1216
21758,268482469,862,1216
21759,268482491,862,1216
21760,268482499,862,1216
21761,268482523,862,1216
21762,268482541,862,1216
21763,268482553,862,1216
21764,268482569,862,1216
21765,268482589,862,1216
21766,268482607,862,1216
21767,268482631,862,1216
21768,268482677,862,1216
21769,268482691,862,1216
21770,268482701,862,1216
21771,268482707,862,1216
21772,268482757,862,1216
21773,268482769,862,1216
21774,268482803,862,1216
21775,268482811,862,1216
21776,268482827,862,1216
21777,268482881,862,1216
21778,268482889,862,1216
21779,268482913,862,1216
21780,268482923,862,1216
21781,268482943,862,1216
21782,268483043,862,1216
21783,268483121,862,1216
21784,268483139,862,1216
21785,268483169,862,1216
21786,268483177,862,1216
21787,268483183,862,1216
21788,268483253,862,1216
21789,268483289,862,1216
21790,268483291,862,1216
21791,268483309,862,1216
21792,268483333,862,1216
21793,268483349,862,1216
21794,268483361,862,1216
21795,268483379,862,1216
21796,268483381,862,1216
21797,268483403,862,1216
21798,268483409,862,1216
21799,268483429,862,1216
21800,268483441,862,1216
21801,268483451,862,1216
21802,268483477,862,1216
21803,268483483,862,1216
21804,268483511,862,1216
21805,268483517,862,1216
21806,268483573,862,1216
21807,268483603,862,1216
21808,268483609,862,1216
21809,268483613,862,1216
21810,268483679,862,1216
21811,268483687,862,1216
21812,268483697,862,1216
21813,268483723,862,1216
21814,268483751,862,1216
21815,268483759,862,1216
21816,268483763,862,1216
21817,268483781,862,1216
21818,268483783,862,1216
21819,268483823,862,1216
21820,268483829,862,1216
21821,268483837,862,1216
21822,268483847,862,1216
21823,268483861,862,1216
21824,268483871,862,1216
21825,268483883,862,1216
21826,268483937,862,1216
21827,268483961,862,1216
21828,268483987,862,1216
21829,268483993,862,1216
21830,268484017,862,1216
21831,268484033,862,1216
21832,268484039,862,1216
21833,268484053,862,1216
21834,268484057,862,1216
21835,268484071,862,1216
21836,268484089,862,1216
21837,268484093,862,1216
21838,268484141,862,1216
21839,268484171,862,1216
21840,268484197,862,1216
21841,268484219,862,1216
